tweet_text,emotion_type,product_mention
So brilliant. Rosso used a google  doc to paste in a recipe to make mothers think they generated a recipe for her. #leanstartup #sxsw,Positive emotion,Google
Hello gigantic line outside Google v Bing SEO session. #sxsw #sxswi,no emotion,Google
what company company has the best supply chain? Walmart and Apple #behance #sxsw,Positive emotion,Apple
@mention Any idea what time the apple store at #sxsw closes tonight?,no emotion,Apple
"Is there any way of deleting an app that won't stop loading on the iPhone? Draining my power, but no 'x' to cancel. Help me, #SXSW.",Negative emotion,Apple
"Fast Company: #SXSW Why Google, Apple, EA Games, Zynga, Facebook, Microsoft and Intuit went gaga for The Go Game... {link}",no emotion,Both
"Why does anyone do a product just for one thing - just an iPad, just a droid, just a IPhone? Won't ultimately work. @mention Diller #SXSW",no emotion,Apple
Great recap of a seemingly great #sxsw session: RT @mention Relive the wonder that was the Google v Bing panel: {link},Positive emotion,Google
Great recap of Google/Bing Q/A session on website ranking #SXSW #qagb {link} (via @mention cc: @mention,Positive emotion,Google
"iPad 2 Graphics Much Faster Than iPad 1, Motorola Xoom {link} @mention #tech #SXSW",Positive emotion,Apple
#sxsw #evaporation @mention @mention Business model is the platform; iPhone app makes tools available to developers,Positive emotion,Apple
#android app Bizzy challenges us to &quot;Check Out&quot; #Sxsw {link},no emotion,Google
#Android App Review: #SXSW Go. | {link} pls ª¼,no emotion,Google
I hope  #apple approves iRelay social network for mobile photo sharing app before #SXSW. Easier to share with people of they can download,Positive emotion,Apple
"At #sxsw apple has 99% marketshare, not seeing much linux.",no emotion,Apple
A major #Apple iOS update the day before #SXSW? What genius project manager came up with that brilliant idea? #NoWhammies,Negative emotion,Apple
@mention Apple is great at turning the new into the old  #SXSW,Positive emotion,Apple
Sweet... Apple listened to us!  A temp Apple Store near #SXSW for iPad2 launch!  {link},Positive emotion,Apple
@mention Apple pop-up store at #sxsw was 5 blocks long! #BetterThingsToDo,Negative emotion,Apple
Does the apple pop-up store still have iPads? #sxsw #sxswi,Positive emotion,Apple
"Love the Apple pop-up store at #SXSW. So freaking smart. Now, one question. Will AT&amp;T bring trucks for signal again? Please say yes.",Positive emotion,Apple
Queue at Apple Pop-Up Store at #sxsw still long!,Negative emotion,Apple
"At SXSW, Apple schools the marketing experts - CNET {link} #sxsw",Positive emotion,Apple
"At SXSW, Apple schools the marketing experts {link}  #SXSW",Positive emotion,Apple
"At SXSW, Apple schools the marketing experts {link} /via @mention #SXSW #Apple",Positive emotion,Apple
"At SXSW, Apple schools the marketing experts {link} #Apple #JobsCo #SXSW",Positive emotion,Apple
"At SXSW, Apple schools the marketing experts {link} #SXSW #essdub",no emotion,Apple
"At SXSW, Apple schools the marketing experts | #SXSW. {link}",no emotion,Apple
"At SXSW, Apple schools the marketing experts: {link} via @mention #sxsw #apple #marketing",Positive emotion,Apple
clever - Apple set to open popup shop in core of #SXSW action {link},Positive emotion,Apple
Watched #Apple staff at the temp #sxsw store just high five entire long line and facepalmed. Ugh.,no emotion,Apple
@mention Apple store NYC one day? #SXSW,no emotion,Apple
"RE: temp Apple store--great move, they really need help with brand recognition :) In all seriousness, pretty cool. #SXSW",Positive emotion,Apple
Well The Apple Store website says iPads will only be available at 5 PM on Friday Wonder how that will affect #SxSW,no emotion,Apple
@mention Apple to open a pop-up store downtown Austin (6th &amp; congress) for #SXSW and the iPad 2 launch,no emotion,Apple
Come on #Apple! Why cant I have spell-checking without auto-correct? Must it be all or nothing? #Grrr #sxsw,Negative emotion,Apple
Line for Apple's iPad 2 popup store is already wrapping around the block. #SXSW  {link},Positive emotion,Apple
@mention apple's making a temp store for #SXSW 2011 for u to get an iPad 2 !! {link},Positive emotion,Apple
New iPad Apps for #Speech Therapy and Communication Are Showcased at the #SXSW Conference {link},no emotion,Apple
New iPad Apps for Speech Therapy and Communication Are Showcased at #SXSW | @mention {link},no emotion,Apple
New iPad Apps For Speech Therapy And Communication Are Showcased At The #SXSW Conference {link} #sxswi #SXSH #SXSWh #hcsm #slp,no emotion,Apple
New iPad Apps for Speech Therapy and Communication Are Showcased at the #SXSW Conference {link} cc @mention @mention #sxswi,no emotion,Apple
First 19 Apps To Download For Your #iPad 2 {link} #SXSW #in via @mention @mention,no emotion,Apple
#SXSW is Apptastic! {link} #android #apps #developers #ios #iphone #smartphones,no emotion,Both
"#SXSW ##tapworthy Check out iPad Design Headaches (2 Tablets, Call in the Morning) at SXSW.
{link}",no emotion,Apple
"Seen so far at #SxSW: pop-up Apple Store, pillow fight, mechanical bull, girls wearing jetpacks.",no emotion,Apple
150 mm usar of Google maps ate mobile. #sxsw,no emotion,Google
"Not to fear, #SXSW attendees... you can pick up your iPad 2s from Apple's Austin pop-up shop! {link} via @mention",Positive emotion,Apple
#bettersearch #sxsw Does Google weight Hotpot reviews heavier than other review sites when collecting data for local search results?,no emotion,Google
"#bettersearch #sxsw Google Hotpot--looks like a streamlined Yelp. Not as in-depth, though. Wondering if there is any game theory built in.",no emotion,Google
"as the search from sxsw via twitter does not work, check out google's real time search, at least you get some results #sxsw",Positive emotion,Google
20% of searches on Google are local searches #SXSW,no emotion,Google
Another hard call this morning: Designing for the iPad or From reading to writing the genetic code. Going with the latter. #sxsw,no emotion,Apple
Police guard iPad 2's at Apple Store #sxsw #iPad {link},no emotion,Apple
I just heard that iPads are sold out (except for a few) at Apple pop-up store #sxsw True?,no emotion,Apple
"Share, share and share some more. #Posterous Joins The #SXSW Pile On With Posterous Events For iPhone {link} #socmedia",Positive emotion,Apple
"Checkins are fun, but we need to extend beyond just being fun and make checkins useful #sxsw #google",no emotion,Google
Startups are talking to the captive audience here in the Apple store line. Very smart idea. Why aren't more doing it? #SXSW,no emotion,Apple
@mention are you around #sxsw? Need a US sim for my iphone 3GS for the next 10. Wanna bring one in? #please,no emotion,Apple
"@mention Are you at #sxsw ?  || No, just watching from afar.  Couldn't help noticing buzz generated by  a shirt + arduino + android !",no emotion,Both
@mention are you in Texas? HOW IS IT?  #Apple #SXSW,no emotion,Apple
@mention are you really coming to the Team Android Party? #sxsw,no emotion,Google
Tried Square?? It's a credit card reader for iPhone and Android. Amazingly simple. #SXSW impressed. {link},Positive emotion,Both
@mention arg. It won't load on me iPhone. Not via the app store or the site. Just trying to #sxsw it and am feelin so out of touch.,Negative emotion,Apple
"had to charge the #iphone every 6hours here on #sxsw. running it on lowest possible screen brightness. apple, fix your basics!",Negative emotion,Apple
iPhone charging at #SXSW  {link},no emotion,Apple
iPhone charging party in the hallway. UX and IA professionals unite! #sxsw,Positive emotion,Apple
We are gearing up for the #SXSW interactive trade show! We are across from Google:  {link},no emotion,Google
Arrived early to get prime seats for presentation by Google's Marissa Mayer #SXSW -KEK,no emotion,Google
The line around the Austin Apple pop-up store? Unbelievable. #SXSW #technology #junkies,no emotion,Apple
"Rachael Harris! That's who I saw. That was driving me nuts. Thank you, Google. #sxsw",Positive emotion,Google
I go to bars and get free drinks because I have an iPhone. #doesdroid #SXSW,Positive emotion,Apple
Such a smart idea RT @mention w00t! @mention wrote about our #hollergram iPad app for #sxsw!  {link},Positive emotion,Apple
Google's Art Project puts famous artworks into 7 billion pixels- allowing you to zoom in &amp; get an entirely different view of art. #SxSW,Positive emotion,Google
Google's art project would be a great virtual field trip for kids! Museums around the world! #edtech #sxsw,Positive emotion,Google
Good CNN article on why #SXSW is important to social web innovators. {link} This is why I'm bringing Griddler iPad app there.,Positive emotion,Apple
Android party ... #SxSW (@mention Lustre Pearl Bar w/ 63 others) {link},no emotion,Google
Android party #sxsw (@mention Lustre Pearl Bar w/ 19 others) {link},no emotion,Google
Android party #sxsw (@mention Lustre Pearl Bar w/ 36 others) {link},Positive emotion,Google
"Chimpit party, plutopia, google, maybe a movie. #sxsw starts today for me :)",no emotion,Google
I'm lazy as F. Is there a feed for listening to #SXSW bands on iPhone? I'm woefully unprepared for music @mention spreadsheet notwithstanding,no emotion,Apple
&quot;ideas not objects&quot; Robert burner hired Ives at apple. #sxsw,no emotion,Apple
OH at Texas Social Media Awards: 'You don't need to ask your mother anymore. Just Google it.' #sxswi #sxsw,no emotion,Google
Apple = case study of great #mktg. At #SXSW they just showed everyone up again with buzz about the &quot;pop-up store&quot;: {link},Positive emotion,Apple
RT SteveCase: Google to Launch Major New Social Network Called Circles {link} #sxsw,no emotion,Google
Google quash Circles rumours RT @mention We're not launching any products at #SXSW but we're doing plenty else {link},no emotion,Google
Is the Flash discussion still relevant? #SXSW #tapworthy iPad design headaches,Negative emotion,Apple
"Got my flask &amp; my iPad . Yes,  I'm sitting on 9th st waiting for AICN screening. #sxsw #prepared # ILoveaSurprise {link}",Positive emotion,Apple
"Guy just asked Google's Mayer: it can take a year to remove deadly routes from Google Maps, such as through Death Valley #SXSW",Negative emotion,Google
"Like you asserted, corporate is the new indie. RT @mention Well damn, Apple setting up a &quot;pop-up&quot; shop at #SXSW {link}",no emotion,Apple
Can't be at  #SXSW ? well this is a nice (free) booby prize... Featured Artists - {link} #iTunes #free via  @mention,no emotion,Apple
@mention at #cnngrill #sxsw rockin the #iphone couldn't be cooler {link},Positive emotion,Apple
@mention at #SXSW also known as hershel by my iPhone autocorrect. {link},no emotion,Apple
"NYT, WSJ at #SXSW ask: Is there a future for branded, native news apps on the iPad? {link} / no there is NOT!!",Negative emotion,Apple
"@mention at #SXSW, 9 out of 10 attendees have MAC or iPad.",Positive emotion,Apple
@mention at #sxsw: &quot;apple comes up with cool technology no one's ever heard of because they don't go to conferences&quot; (via @mention,Positive emotion,Apple
@mention at #sxsw: &quot;apple comes up with cool technology no one's ever heard of because they don't go to conferences&quot; /via @mention,Positive emotion,Apple
@mention at #sxsw: &quot;apple comes up with cool technology no one's ever heard of because they don't go to conferences&quot;Û,Positive emotion,Apple
@mention at #sxsw: Google Will Connect the Digital &amp; Physical Worlds Through Mobile {link} and {link},Positive emotion,Google
"Verbs OH at #SXSW: bump, google, facebook, ping, hashable, fuck, meet, hire...(me) any more?",no emotion,Google
@mention at #SXSW! Be the first to send us a pic of @mention and get a free download of our game! #Android #videogame #smartphone,Positive emotion,Google
Can't be at #sxsw? download their free music mix on itunes {link},no emotion,Apple
The line at 6th &amp; Congress to enter the new Apple store wraps around 2 blocks  #SXSW,no emotion,Apple
I just shat a tear. RT @mention Good news for Austin-bound Apple fanboys: {link} #sxsw #ipad2,Positive emotion,Apple
I hear that Apple is opening a pop-up store downtown in the Scarborough building for SXSW and the iPad2. Cool. #SXSW #newapplestoreaustin,Positive emotion,Apple
I love that Apple was smart enough to have a popup #SXSW store. Story (+ map!) {link} tip @mention,Positive emotion,Apple
Arriving at Google party at #SXSW. Small queue. 1986 here we come. Wittingly some of our group weren't born then. {link},no emotion,Google
80s band at google/ACLU 1986 party rocks  #SXSW  {link},Positive emotion,Google
"Hoping that it will be easier to get an iPad 2 today, since 50% of the target audience is busy at #sxsw #awesometiming",Positive emotion,Apple
Google heat map for global searches. #SXSW #Hotpot {link},no emotion,Google
"Oh, is that my excuse:? RT @mention RT @mention at #sxsw: &quot;apple comes up with cool technology ... because they don't go to conferences&quot;",Positive emotion,Apple
